"date","Tamil Nadu/Airport Quarantine","Tamil Nadu/Airport quarantine","Tamil Nadu/Ariyalur","Tamil Nadu/CHENNAI","Tamil Nadu/Chengalpattu","Tamil Nadu/Chennai","Tamil Nadu/Coimbatore","Tamil Nadu/Cuddalore","Tamil Nadu/Dharmapuri","Tamil Nadu/Dindigul","Tamil Nadu/Erode","Tamil Nadu/KARUR","Tamil Nadu/Kallakurichi","Tamil Nadu/Kancheepuram","Tamil Nadu/Kanyakumari","Tamil Nadu/Karur","Tamil Nadu/Krishnagiri","Tamil Nadu/MADURAI","Tamil Nadu/Madurai","Tamil Nadu/Mayiladuthurai","Tamil Nadu/Nagapattinam","Tamil Nadu/Namakkal","Tamil Nadu/Nilgiris","Tamil Nadu/Other State","Tamil Nadu/Perambalur","Tamil Nadu/Pudukkottai","Tamil Nadu/Railway Quarantine","Tamil Nadu/Ramanathapuram","Tamil Nadu/Ranipet","Tamil Nadu/Salem","Tamil Nadu/Sivaganga","Tamil Nadu/TENKASI","Tamil Nadu/Tenkasi","Tamil Nadu/Thanjavur","Tamil Nadu/Theni","Tamil Nadu/Thiruvallur","Tamil Nadu/Thiruvarur","Tamil Nadu/Thoothukkudi","Tamil Nadu/Tiruchirappalli","Tamil Nadu/Tirunelveli","Tamil Nadu/Tirupathur","Tamil Nadu/Tiruppur","Tamil Nadu/Tiruvannamalai","Tamil Nadu/Vellore","Tamil Nadu/Viluppuram","Tamil Nadu/Virudhunagar","Tamil Nadu/chengalpattu","Tamil Nadu/chennai"
"2021-06-11","","","  6.96 %","","   .75 %","   .82 %","  1.90 %","  3.70 %","  1.90 %","  1.25 %","  2.34 %","","  1.79 %","   .75 %","  1.72 %","  1.99 %","   .40 %","","   .70 %","","  2.38 %","  1.51 %","   .00 %","","  3.42 %","   .00 %","","  2.05 %","   .51 %","  1.18 %","   .56 %","","  1.22 %","  1.32 %","  3.07 %","   .98 %","  2.40 %","  2.48 %","  2.75 %","   .26 %","  3.27 %","  2.15 %","  2.62 %","  1.04 %","   .67 %","   .84 %","",""
"2021-06-12","","","   .59 %","","   .60 %","   .96 %","  1.63 %","  1.55 %","  1.86 %","  4.31 %","   .62 %","","  2.34 %","   .56 %","   .90 %","  1.30 %","  1.19 %","","   .60 %","","  3.02 %","  1.19 %","  3.20 %","","  2.65 %","   .78 %","","   .33 %","  1.71 %","  2.50 %","  1.12 %","","   .96 %","   .65 %","  2.75 %","  1.87 %","  1.56 %","  1.82 %","  1.47 %","   .26 %","  1.58 %","   .97 %","   .98 %","  2.28 %","  1.66 %","  1.67 %","",""
"2021-06-13","   .00 %","","   .00 %","","   .69 %","   .43 %","  1.13 %","   .76 %","  3.05 %","  2.56 %","   .62 %","","  3.43 %","  1.29 %","   .89 %","   .64 %","   .39 %","","   .69 %","","  1.58 %","  1.76 %","  2.33 %","","  1.94 %","  2.71 %","","  2.33 %","  3.19 %","   .90 %","   .00 %","","  2.14 %","   .65 %","   .45 %","   .63 %","  3.46 %","  1.49 %","  1.45 %","  1.57 %","  1.34 %","   .48 %","   .97 %","   .00 %","  -.33 %","   .82 %","",""
"2021-06-14","","","  1.76 %","","  1.60 %","   .36 %","  1.58 %","  1.36 %","  1.78 %","   .38 %","   .61 %","","   .55 %","  1.00 %","   .44 %","   .00 %","   .39 %","","   .88 %","","  2.00 %","  1.44 %","  1.52 %","","  3.80 %","   .75 %","","   .33 %","  1.14 %","   .89 %","   .55 %","","   .00 %","   .48 %","  1.55 %","   .31 %","  2.60 %","   .59 %","  1.30 %","   .78 %","  1.54 %","  1.27 %","  1.15 %","   .78 %","   .98 %","  1.22 %","",""
"2021-06-15","","","   .58 %","","   .63 %","   .29 %","   .92 %","  2.84 %","   .00 %","   .57 %","   .41 %","","   .55 %","   .45 %","  1.77 %","  1.59 %","   .78 %","","   .49 %","","   .87 %","   .00 %","   .75 %","","  1.83 %","  2.25 %","","  1.62 %","  1.93 %","  1.92 %","  2.20 %","","   .93 %","  3.21 %","  1.31 %","   .88 %","  1.09 %","  1.17 %","  1.80 %","   .26 %","   .87 %","   .63 %","  1.33 %","  1.33 %","   .32 %","   .60 %","",""
"2021-06-16","","","  2.87 %","","   .63 %","   .57 %","  1.60 %","   .73 %","  1.16 %","  2.28 %","  2.43 %","","   .55 %","   .27 %","   .54 %","   .63 %","  1.92 %","","   .48 %","","  1.94 %","  1.70 %","  1.48 %","","  2.40 %","  1.47 %","","   .32 %","   .63 %","  1.33 %","   .00 %","","  1.15 %","  1.24 %","   .22 %","   .31 %","  1.08 %","  1.15 %","   .63 %","   .51 %","  4.72 %","  1.56 %","   .38 %","   .77 %","   .97 %","   .60 %","",""
"2021-06-17","","","   .00 %","","   .44 %","   .42 %","   .96 %","   .43 %","  3.45 %","   .93 %","   .59 %","","   .54 %","   .54 %","   .54 %","   .93 %","  1.13 %","","   .19 %","","   .21 %","   .56 %","   .73 %","","  1.17 %","  1.44 %","","   .96 %","   .16 %","  1.08 %","   .00 %","","   .23 %","  1.08 %","   .00 %","   .43 %","  2.13 %","  1.42 %","  2.01 %","   .76 %","  2.46 %","  1.38 %","   .93 %","   .87 %","   .96 %","   .60 %","",""
"2021-06-18","","","  1.68 %","","   .40 %","   .61 %","  1.73 %","   .72 %","   .56 %","  1.66 %","  2.36 %","","   .54 %","   .71 %","   .64 %","  1.23 %","  2.24 %","","   .96 %","","   .42 %","   .83 %","   .72 %","","  2.89 %","   .71 %","","   .63 %","  1.56 %","  1.76 %","  -.54 %","","   .46 %","   .30 %","   .00 %","   .25 %","   .35 %","   .00 %","  1.60 %","   .76 %","  3.00 %","  2.88 %","  1.85 %","  1.61 %","   .95 %","   .00 %","",""
"2021-06-19","","","   .55 %","","   .40 %","   .39 %","   .93 %","  1.00 %","  1.10 %","   .91 %","  1.35 %","","   .00 %","   .35 %","   .32 %","   .30 %","  1.46 %","","   .29 %","","   .42 %","   .28 %","   .72 %","","  1.12 %","   .35 %","","   .94 %","   .46 %","   .83 %","   .00 %","","  1.13 %","  1.06 %","   .22 %","   .18 %","  3.46 %","   .56 %","  1.09 %","  1.00 %","  2.14 %","   .59 %","   .00 %","   .21 %","   .00 %","   .79 %","",""
"2021-06-20","","","  2.19 %","","   .18 %","   .18 %","   .92 %","   .71 %","  1.64 %","   .54 %","  2.85 %","","   .54 %","   .18 %","   .53 %","   .00 %","   .72 %","","   .47 %","","   .42 %","  2.75 %","  2.14 %","","   .56 %","   .70 %","","   .62 %","   .46 %","  1.57 %","   .00 %","","  1.12 %","  1.20 %","   .21 %","   .31 %","   .33 %","   .28 %","  1.56 %","  -.25 %","   .76 %","  1.17 %","   .91 %","   .53 %","   .63 %","   .20 %","",""
"2021-06-21","","","  1.07 %","","   .44 %","   .32 %","  1.24 %","   .98 %","  1.08 %","   .00 %","  1.66 %","","   .00 %","   .35 %","   .21 %","   .30 %","  1.07 %","","   .47 %","","   .83 %","  1.07 %","  2.80 %","","  1.10 %","  2.10 %","","   .31 %","  1.07 %","   .66 %","   .00 %","","   .00 %","  1.19 %","   .21 %","   .37 %","   .67 %","   .28 %","  1.42 %","   .00 %","   .94 %","   .43 %","   .90 %","  1.37 %","   .31 %","   .39 %","",""
"2021-06-22","","","  3.17 %","","   .26 %","   .30 %","  1.01 %","   .69 %","  1.06 %","  1.07 %","   .73 %","","  1.07 %","   .26 %","   .21 %","   .30 %","   .35 %","","   .19 %","","  1.24 %","  1.59 %","  1.36 %","","  3.28 %","  1.37 %","","   .00 %","   .60 %","  1.68 %","   .00 %","","   .00 %","   .59 %","   .21 %","   .49 %","   .99 %","   .28 %","   .47 %","   .50 %","   .93 %","  1.88 %","   .89 %","   .73 %","   .31 %","  1.17 %","",""
"2021-06-23","","","   .51 %","","   .13 %","   .25 %","  1.37 %","  1.10 %","   .53 %","   .18 %","   .90 %","","   .00 %","   .17 %","   .53 %","   .30 %","   .70 %","","   .00 %","","  1.63 %","  1.04 %","  1.34 %","","  1.06 %","  2.03 %","","   .92 %","   .45 %","   .57 %","   .00 %","","   .00 %","   .44 %","   .00 %","   .42 %","   .98 %","   .00 %","   .69 %","   .25 %","  1.67 %","  1.13 %","  1.24 %","   .93 %","   .31 %","   .19 %","",""
"2021-06-24","","","   .51 %","","   .22 %","   .20 %","   .62 %","   .41 %","  1.57 %","   .53 %","   .18 %","","   .53 %","   .61 %","   .42 %","   .60 %","   .70 %","","   .19 %","","   .40 %","  1.55 %","   .66 %","","  1.05 %","  1.66 %","","   .00 %","  2.39 %","   .50 %","  1.08 %","","   .89 %","   .29 %","   .64 %","   .48 %","   .00 %","   .83 %","   .92 %","   .00 %","  1.46 %","   .42 %","   .70 %","   .92 %","   .00 %","   .00 %","",""
"2021-06-25","","","  1.52 %","","   .22 %","   .15 %","  1.34 %","   .54 %","   .52 %","   .00 %","   .18 %","","   .00 %","   .09 %","   .31 %","   .00 %","   .69 %","","   .09 %","","  1.20 %","  1.52 %","   .00 %","","   .52 %","   .33 %","","   .30 %","   .73 %","   .64 %","   .53 %","","   .00 %","   .58 %","   .85 %","   .36 %","   .97 %","   .55 %","   .68 %","   .25 %","   .54 %","  1.81 %","   .87 %","  1.41 %","   .00 %","   .00 %","",""
"2021-06-26","   .00 %","","   .50 %","","   .22 %","   .11 %","   .46 %","   .27 %","  1.03 %","  1.23 %","  2.31 %","","   .00 %","   .09 %","   .42 %","   .00 %","   .34 %","","   .28 %","","   .40 %","  1.50 %","  1.97 %","","   .00 %","  1.95 %","","   .00 %","  1.16 %","   .78 %","   .00 %","","   .44 %","   .43 %","   .63 %","   .42 %","   .00 %","   .27 %","   .79 %","   .25 %","  1.07 %","   .27 %","   .52 %","  1.69 %","   .62 %","   .19 %","",""
"2021-06-27","","","  1.49 %","","   .04 %","   .11 %","   .35 %","   .40 %","  1.52 %","   .35 %","   .70 %","","   .53 %","   .09 %","   .31 %","   .90 %","   .69 %","","   .28 %","","   .00 %","   .49 %","  1.29 %","","   .52 %","   .32 %","","   .00 %","   .57 %","   .35 %","   .00 %","","   .88 %","   .00 %","   .42 %","   .06 %","  1.29 %","   .00 %","   .79 %","   .00 %","   .35 %","   .82 %","   .34 %","   .20 %","   .31 %","   .00 %","",""
"2021-06-28","","","  1.96 %","","   .22 %","   .16 %","   .71 %","  1.21 %","  2.00 %","   .35 %","  1.04 %","","   .52 %","   .35 %","   .83 %","  1.78 %","  1.71 %","","  1.12 %","","   .39 %","   .74 %","  3.82 %","","   .51 %","   .63 %","","   .00 %","  1.42 %","   .77 %","   .53 %","","   .87 %","   .57 %","   .42 %","   .42 %","  2.22 %","   .27 %","  1.22 %","   .25 %","   .70 %","  1.22 %","   .51 %","   .39 %","   .31 %","   .38 %","",""
"2021-06-29","","","   .48 %","","   .26 %","   .09 %","   .60 %","   .13 %","   .49 %","   .86 %","   .51 %","","  1.04 %","   .17 %","   .51 %","   .00 %","   .67 %","","  1.10 %","   .00 %","-48.43 %","   .97 %","   .00 %","","  1.02 %","  1.26 %","","   .00 %","   .98 %","   .62 %","   .00 %","","   .00 %","   .00 %","   .62 %","   .06 %","   .62 %","   .54 %","   .22 %","   .25 %","   .00 %","   .40 %","   .68 %","   .68 %","   .31 %","   .77 %","",""
"2021-06-30","","","  2.39 %","","   .26 %","   .19 %","   .60 %","   .53 %","  1.46 %","   .68 %","   .17 %","","   .00 %","   .26 %","   .51 %","   .00 %","   .33 %","","   .27 %","   .80 %","   .00 %","   .00 %","   .00 %","","   .51 %","   .00 %","","   .91 %","   .42 %","   .62 %","   .00 %","","   .00 %","   .43 %","   .41 %","   .12 %","   .62 %","   .27 %","   .88 %","   .00 %","   .17 %","   .93 %","   .17 %","   .48 %","   .00 %","   .19 %","",""
"2021-07-01","","","   .93 %","","   .13 %","   .05 %","   .50 %","   .13 %","   .00 %","   .00 %","   .85 %","","   .00 %","   .17 %","   .10 %","   .00 %","  1.00 %","","   .09 %","   .00 %","   .76 %","   .00 %","   .00 %","","  1.51 %","   .31 %","","   .30 %","   .42 %","   .34 %","  1.06 %","","   .22 %","  3.26 %","   .00 %","   .18 %","  1.53 %","   .00 %","   .44 %","   .00 %","   .35 %","   .79 %","   .34 %","   .67 %","   .00 %","   .00 %","",""
"2021-07-02","","","  1.39 %","","   .17 %","   .06 %","   .34 %","   .53 %","   .00 %","   .17 %","   .51 %","","   .00 %","   .17 %","   .00 %","   .00 %","   .33 %","","   .36 %","   .00 %","   .75 %","   .00 %","   .00 %","","   .50 %","  2.17 %","","   .30 %","   .28 %","   .00 %","   .52 %","","   .21 %","  4.12 %","   .00 %","   .12 %","   .91 %","   .00 %","   .00 %","   .49 %","   .35 %","   .39 %","   .50 %","   .10 %","   .61 %","   .00 %","",""
"2021-07-03","   .00 %","","   .00 %","","   .04 %","   .26 %","   .25 %","   .00 %","   .00 %","  1.02 %","  1.01 %","","   .00 %","   .09 %","   .51 %","   .58 %","   .33 %","","   .54 %","   .40 %","   .75 %","   .48 %","   .00 %","","   .00 %","   .00 %","","   .30 %","   .00 %","   .20 %","   .00 %","","   .43 %","  3.43 %","   .20 %","   .18 %","   .90 %","   .27 %","   .43 %","   .00 %","   .35 %","   .39 %","   .33 %","   .10 %","   .00 %","   .76 %","",""
"2021-07-04","","","   .00 %","","   .00 %","   .06 %","   .29 %","   .39 %","   .48 %","   .50 %","   .66 %","","   .52 %","   .26 %","   .20 %","   .00 %","   .00 %","","   .09 %","   .79 %","   .37 %","   .72 %","   .00 %","","   .00 %","  1.22 %","","   .00 %","   .00 %","   .48 %","   .52 %","","   .00 %","  1.02 %","   .00 %","   .06 %","   .30 %","   .00 %","   .65 %","   .00 %","   .17 %","   .52 %","   .00 %","   .38 %","   .00 %","   .00 %","",""
"2021-07-05","","","   .00 %","","   .09 %","   .06 %","   .34 %","   .13 %","  1.44 %","   .17 %","   .33 %","","   .51 %","   .09 %","   .00 %","   .58 %","   .00 %","","   .45 %","   .00 %","   .74 %","   .71 %","   .61 %","","   .49 %","  1.20 %","","   .00 %","   .28 %","   .00 %","  -.52 %","","   .00 %","   .50 %","   .00 %","   .00 %","   .59 %","   .00 %","   .32 %","   .00 %","   .00 %","   .00 %","   .50 %","  -.10 %","   .30 %","   .00 %","",""
"2021-07-06","","","   .91 %","","   .09 %","   .06 %","   .24 %","   .39 %","   .47 %","   .00 %","   .00 %","","   .00 %","   .17 %","   .20 %","   .00 %","   .00 %","","   .36 %","   .39 %","   .37 %","   .47 %","   .00 %","","   .00 %","   .00 %","","   .60 %","   .27 %","   .27 %","   .52 %","","   .43 %","   .13 %","   .82 %","   .18 %","  1.18 %","   .27 %","   .43 %","   .00 %","   .17 %","  1.03 %","   .66 %","   .19 %","   .00 %","   .00 %","",""
"2021-07-07","","","   .90 %","","   .09 %","   .07 %","   .19 %","   .26 %","  1.88 %","   .00 %","   .00 %","","   .51 %","   .25 %","   .10 %","   .00 %","   .33 %","","   .45 %","   .39 %","   .37 %","   .00 %","   .61 %","","   .00 %","   .59 %","","   .30 %","   .27 %","   .14 %","   .00 %","","   .21 %","   .38 %","  1.01 %","   .06 %","   .58 %","   .00 %","   .32 %","   .49 %","   .34 %","   .00 %","   .16 %","   .19 %","   .00 %","   .19 %","",""
"2021-07-08","","","   .00 %","","   .04 %","   .09 %","   .34 %","   .39 %","   .92 %","   .33 %","   .33 %","","   .00 %","   .00 %","   .20 %","   .00 %","   .33 %","","   .35 %","   .00 %","   .00 %","   .00 %","   .61 %","","   .49 %","   .29 %","","   .00 %","   .14 %","   .00 %","   .00 %","","   .64 %","   .12 %","   .00 %","   .06 %","   .29 %","   .00 %","   .11 %","   .73 %","   .00 %","   .38 %","   .49 %","   .28 %","   .30 %","   .38 %","",""
"2021-07-09","","","   .45 %","","  -.04 %","   .09 %","   .24 %","   .26 %","   .46 %","   .17 %","   .16 %","","   .00 %","   .17 %","   .10 %","   .00 %","   .32 %","","   .18 %","   .00 %","   .00 %","   .24 %","  1.20 %","","   .98 %","   .29 %","","   .00 %","   .14 %","   .40 %","   .00 %","","   .42 %","   .50 %","   .60 %","   .12 %","   .29 %","   .54 %","   .11 %","   .00 %","   .17 %","  1.02 %","   .49 %","   .38 %","   .00 %","   .37 %","",""
"2021-07-10","   .00 %","","   .00 %","","   .04 %","   .05 %","   .14 %","   .90 %","   .91 %","   .17 %","   .00 %","","   .00 %","   .08 %","   .10 %","   .29 %","   .32 %","","   .00 %","   .00 %","   .73 %","   .70 %","   .60 %","","   .97 %","   .59 %","","   .00 %","  -.14 %","   .27 %","   .00 %","","   .00 %","   .25 %","   .00 %","   .06 %","   .57 %","   .00 %","   .00 %","   .00 %","   .00 %","   .76 %","   .16 %","   .19 %","   .00 %","   .00 %","",""
"2021-07-11","","","   .00 %","","   .00 %","   .00 %","   .34 %","   .64 %","   .90 %","   .00 %","   .49 %","","   .00 %","   .08 %","   .10 %","   .00 %","   .00 %","","   .00 %","   .39 %","   .36 %","   .47 %","   .59 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .60 %","   .00 %","","   .00 %","   .25 %","   .00 %","   .06 %","   .57 %","   .00 %","   .00 %","   .24 %","   .00 %","   .25 %","   .32 %","   .38 %","   .00 %","   .00 %","",""
"2021-07-12","","","   .45 %","","   .04 %","   .07 %","   .00 %","  -.13 %","   .45 %","   .00 %","   .00 %","","   .00 %","   .08 %","   .40 %","   .00 %","   .00 %","","   .00 %","   .78 %","   .72 %","   .00 %","   .59 %","","   .00 %","   .87 %","","   .00 %","   .00 %","   .07 %","   .52 %","","   .00 %","   .49 %","   .00 %","   .18 %","   .57 %","   .00 %","   .21 %","   .00 %","   .00 %","   .12 %","   .00 %","   .09 %","   .00 %","   .00 %","",""
"2021-07-13","   .00 %","","  1.78 %","","   .13 %","   .06 %","   .05 %","   .00 %","   .44 %","   .83 %","   .00 %","","   .00 %","   .25 %","   .00 %","   .29 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .58 %","","   .00 %","   .00 %","   .40 %","   .00 %","","   .21 %","   .25 %","   .00 %","   .06 %","   .85 %","   .27 %","   .11 %","   .00 %","   .17 %","   .62 %","   .32 %","   .00 %","   .00 %","   .00 %","",""
"2021-07-14","","","   .00 %","","   .00 %","   .06 %","   .38 %","   .25 %","   .44 %","   .16 %","   .16 %","","   .00 %","   .08 %","   .20 %","   .29 %","   .32 %","","   .00 %","   .38 %","   .36 %","   .00 %","   .00 %","","   .96 %","   .29 %","","   .30 %","   .00 %","   .13 %","   .00 %","","   .00 %","   .61 %","   .40 %","   .12 %","   .56 %","   .27 %","   .32 %","   .72 %","   .34 %","   .25 %","   .16 %","   .09 %","   .00 %","   .00 %","",""
"2021-07-15","","","   .87 %","","   .13 %","   .09 %","   .29 %","  -.13 %","   .88 %","   .16 %","   .00 %","","   .00 %","   .08 %","   .20 %","   .00 %","   .32 %","","   .00 %","   .38 %","   .36 %","   .00 %","   .00 %","","  1.42 %","   .00 %","","   .29 %","   .00 %","   .20 %","   .00 %","","   .00 %","   .24 %","   .00 %","   .12 %","   .56 %","   .00 %","   .21 %","   .00 %","   .51 %","   .25 %","   .32 %","   .00 %","   .30 %","   .00 %","",""
"2021-07-16","","","   .87 %","","   .17 %","   .09 %","   .19 %","   .51 %","   .44 %","   .00 %","   .32 %","","   .00 %","   .00 %","  -.10 %","   .00 %","   .00 %","","   .00 %","   .38 %","   .36 %","   .23 %","   .00 %","","   .47 %","   .57 %","","   .00 %","   .27 %","   .00 %","   .00 %","","   .00 %","   .12 %","   .20 %","   .23 %","   .28 %","   .00 %","   .00 %","   .48 %","   .17 %","   .00 %","   .16 %","   .37 %","   .00 %","   .00 %","",""
"2021-07-17","","","   .00 %","","   .00 %","   .07 %","   .10 %","   .50 %","   .00 %","   .16 %","   .00 %","","   .00 %","   .00 %","   .20 %","   .29 %","   .64 %","","   .00 %","   .38 %","   .35 %","   .23 %","   .00 %","","   .00 %","   .00 %","","   .29 %","   .00 %","   .07 %","   .00 %","","   .00 %","   .36 %","   .00 %","   .17 %","   .00 %","   .00 %","   .42 %","   .24 %","   .51 %","   .12 %","   .16 %","   .28 %","   .30 %","   .00 %","",""
"2021-07-18","","","   .00 %","","   .04 %","   .05 %","   .19 %","   .00 %","   .00 %","   .33 %","   .16 %","","   .00 %","   .08 %","   .00 %","   .00 %","   .64 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .28 %","","   .00 %","   .27 %","   .13 %","   .00 %","","   .00 %","   .12 %","   .40 %","   .06 %","   .00 %","   .27 %","   .00 %","   .00 %","   .17 %","   .25 %","   .00 %","   .09 %","   .00 %","   .00 %","",""
"2021-07-19","   .00 %","","   .00 %","","   .04 %","   .04 %","   .14 %","   .13 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .38 %","   .35 %","   .23 %","   .00 %","","   .47 %","   .57 %","","   .59 %","   .14 %","   .07 %","   .00 %","","   .00 %","   .48 %","   .00 %","   .12 %","   .00 %","   .26 %","   .10 %","   .00 %","   .00 %","   .12 %","   .00 %","   .09 %","   .00 %","   .00 %","",""
"2021-07-20","","","   .00 %","","   .08 %","   .04 %","   .24 %","   .00 %","   .00 %","   .00 %","   .65 %","","   .00 %","  -.08 %","   .10 %","   .00 %","   .00 %","","   .00 %","   .38 %","  -.35 %","   .00 %","   .58 %","","   .00 %","   .28 %","","   .29 %","   .14 %","   .13 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .21 %","   .00 %","   .17 %","   .12 %","   .64 %","   .09 %","   .30 %","   .00 %","",""
"2021-07-21","   .00 %","","   .00 %","","   .00 %","   .02 %","   .05 %","   .00 %","   .43 %","   .00 %","   .48 %","","   .00 %","   .08 %","   .10 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .28 %","","   .29 %","   .00 %","   .26 %","   .52 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .26 %","   .31 %","   .00 %","   .34 %","   .00 %","   .16 %","   .19 %","   .00 %","   .19 %","",""
"2021-07-22","","","   .00 %","","   .04 %","   .01 %","   .28 %","   .13 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .63 %","","   .00 %","  -.38 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .28 %","","   .58 %","   .14 %","   .00 %","   .00 %","","   .21 %","   .36 %","   .40 %","   .12 %","   .28 %","   .26 %","   .21 %","   .00 %","   .00 %","   .00 %","   .32 %","   .09 %","   .00 %","   .00 %","",""
"2021-07-23","   .00 %","","   .00 %","","   .04 %","   .00 %","   .19 %","   .00 %","   .43 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .28 %","   .31 %","","   .00 %","   .75 %","   .35 %","   .23 %","   .58 %","","   .93 %","   .84 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .12 %","   .00 %","   .06 %","   .00 %","   .26 %","   .00 %","   .00 %","   .17 %","   .00 %","   .00 %","   .09 %","   .30 %","   .00 %","",""
"2021-07-24","","","   .00 %","","   .08 %","   .02 %","   .14 %","   .00 %","   .00 %","   .16 %","   .32 %","","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %","","   .09 %","   .00 %","   .00 %","   .23 %","  1.73 %","","   .00 %","   .00 %","","   .00 %","   .00 %","   .20 %","   .00 %","","   .21 %","   .12 %","   .00 %","   .06 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .18 %","   .30 %","   .19 %","",""
"2021-07-25","   .00 %","","   .86 %","","   .13 %","   .04 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .09 %","   .00 %","   .35 %","   .00 %","   .00 %","","   .00 %","   .56 %","","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .12 %","   .20 %","   .17 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","   .30 %","   .00 %","",""
"2021-07-26","","","   .00 %","","   .04 %","   .02 %","   .19 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .20 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .92 %","   .28 %","","   .00 %","   .00 %","   .13 %","   .00 %","","   .00 %","   .48 %","   .00 %","   .06 %","   .28 %","   .26 %","   .10 %","   .24 %","   .17 %","   .12 %","   .16 %","   .00 %","   .00 %","   .00 %","",""
"2021-07-27","   .00 %","","   .85 %","","   .13 %","   .00 %","   .14 %","   .12 %","   .43 %","   .00 %","   .32 %","","   .00 %","   .00 %","   .00 %","   .00 %","   .00 %","","   .09 %","   .00 %","   .00 %","   .46 %","   .57 %","","   .45 %","   .00 %","","   .00 %","   .00 %","   .07 %","   .51 %","","   .00 %","   .12 %","   .00 %","   .12 %","   .27 %","   .26 %","   .10 %","   .24 %","   .17 %","   .12 %","   .00 %","   .00 %","   .00 %","   .19 %","",""
"2021-07-28","","","   .42 %","","   .04 %","   .04 %","   .19 %","   .37 %","   .00 %","   .00 %","   .32 %","","   .51 %","   .08 %","   .00 %","   .00 %","   .31 %","","   .00 %","   .00 %","   .00 %","   .23 %","   .56 %","","   .45 %","   .00 %","","   .00 %","   .00 %","   .33 %","   .00 %","","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","   .21 %","   .00 %","   .00 %","   .12 %","   .00 %","   .00 %","   .00 %","   .00 %","",""
"2021-07-29","","","   .00 %","","   .00 %","   .01 %","   .14 %","   .25 %","   .86 %","   .16 %","   .16 %","","   .00 %","   .00 %","   .10 %","   .00 %","   .00 %","","   .00 %","   .37 %","   .35 %","   .23 %","   .00 %","","   .00 %","   .28 %","","   .00 %","   .13 %","   .13 %","   .00 %","","   .21 %","   .00 %","   .00 %","   .00 %","   .00 %","   .52 %","   .21 %","   .24 %","   .00 %","   .37 %","   .16 %","   .00 %","   .00 %","   .00 %","",""
"2021-07-30","","","   .42 %","","   .04 %","   .02 %","   .19 %","   .00 %","   .00 %","   .49 %","   .00 %","","   .00 %","   .08 %","   .00 %","   .00 %","   .00 %","","   .00 %","   .00 %","   .00 %","   .23 %","   .00 %","","   .00 %","   .00 %","","   .29 %","   .13 %","   .20 %","   .00 %","","   .00 %","   .12 %","   .00 %","   .00 %","   .27 %","   .26 %","   .00 %","   .00 %","   .17 %","   .49 %","   .00 %","   .00 %","   .30 %","   .00 %","",""
